week,location_key,new_confirmed,new_deceased,new_hospitalized_patients,new_persons_fully_vaccinated,life_expectancy,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,country_name
2020-08-31/2020-09-06,IT,5248.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-08-31/2020-09-06,US,172683.0,4427.0,367.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-09-07/2020-09-13,DE,3579.0,61.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-09-07/2020-09-13,ES,38253.0,33.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-09-07/2020-09-13,IT,5160.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-09-07/2020-09-13,US,144951.0,3696.0,303.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-09-14/2020-09-20,DE,5067.0,71.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-09-14/2020-09-20,ES,43691.0,36.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-09-14/2020-09-20,IT,5801.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-09-14/2020-09-20,US,166617.0,3901.0,447.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-09-21/2020-09-27,DE,5489.0,95.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-09-21/2020-09-27,ES,50950.0,38.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-09-21/2020-09-27,IT,6519.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-09-21/2020-09-27,US,187494.0,3673.0,506.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-09-28/2020-10-04,DE,7094.0,110.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-09-28/2020-10-04,ES,49307.0,6.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-09-28/2020-10-04,IT,9289.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-09-28/2020-10-04,US,174773.0,3488.0,594.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-10-05/2020-10-11,DE,13558.0,219.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-10-05/2020-10-11,ES,41941.0,21.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-10-05/2020-10-11,IT,20099.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-10-05/2020-10-11,US,220237.0,3478.0,663.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-10-12/2020-10-18,DE,23863.0,412.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-10-12/2020-10-18,ES,38528.0,20.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-10-12/2020-10-18,IT,43388.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-10-12/2020-10-18,US,232479.0,3475.0,707.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-10-19/2020-10-25,DE,49865.0,898.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-10-19/2020-10-25,ES,44390.0,25.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-10-19/2020-10-25,IT,89774.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-10-19/2020-10-25,US,300635.0,3884.0,788.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-10-26/2020-11-01,DE,79558.0,1430.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-10-26/2020-11-01,ES,45140.0,22.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-10-26/2020-11-01,IT,155940.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-10-26/2020-11-01,US,367851.0,4151.0,725.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-11-02/2020-11-08,DE,92686.0,1653.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-11-02/2020-11-08,ES,35543.0,24.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-11-02/2020-11-08,IT,192286.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-11-02/2020-11-08,US,540227.0,5610.0,921.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-11-09/2020-11-15,DE,98682.0,2252.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-11-09/2020-11-15,ES,26810.0,25.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-11-09/2020-11-15,IT,209228.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-11-09/2020-11-15,US,762164.0,6546.0,1215.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-11-16/2020-11-22,DE,98169.0,2828.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-11-16/2020-11-22,ES,23191.0,28.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-11-16/2020-11-22,IT,195657.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-11-16/2020-11-22,US,884398.0,8228.0,1693.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-11-23/2020-11-29,DE,96704.0,3189.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-11-23/2020-11-29,ES,18461.0,32.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-11-23/2020-11-29,IT,149441.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-11-23/2020-11-29,US,859927.0,8144.0,1966.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-11-30/2020-12-06,DE,102661.0,3958.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-11-30/2020-12-06,ES,18150.0,12.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-11-30/2020-12-06,IT,123297.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-11-30/2020-12-06,US,1094628.0,12591.0,2574.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-12-07/2020-12-13,DE,129491.0,5205.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-12-07/2020-12-13,ES,18869.0,32.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-12-07/2020-12-13,IT,98328.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-12-07/2020-12-13,US,1237691.0,13905.0,3326.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-12-14/2020-12-20,DE,147197.0,5839.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-12-14/2020-12-20,ES,24430.0,56.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-12-14/2020-12-20,IT,94596.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-12-14/2020-12-20,US,1244608.0,15122.0,3397.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-12-21/2020-12-27,DE,116539.0,5105.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-12-21/2020-12-27,ES,29436.0,37.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-12-21/2020-12-27,IT,78134.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-12-21/2020-12-27,US,1059522.0,13137.0,3966.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2020-12-28/2021-01-03,DE,99798.0,4974.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2020-12-28/2021-01-03,ES,28543.0,53.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2020-12-28/2021-01-03,IT,92915.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2020-12-28/2021-01-03,US,1240338.0,15841.0,4438.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2021-01-04/2021-01-10,DE,119841.0,5081.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2021-01-04/2021-01-10,ES,40182.0,29.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2021-01-04/2021-01-10,IT,104258.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2021-01-04/2021-01-10,US,1515730.0,19990.0,5016.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2021-01-11/2021-01-17,DE,92370.0,4382.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2021-01-11/2021-01-17,ES,56506.0,51.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2021-01-11/2021-01-17,IT,87721.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2021-01-11/2021-01-17,US,1301079.0,19657.0,5542.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2021-01-18/2021-01-24,DE,70054.0,3355.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2021-01-18/2021-01-24,ES,59045.0,66.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2021-01-18/2021-01-24,IT,67521.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2021-01-18/2021-01-24,US,983331.0,18466.0,5339.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2021-01-25/2021-01-31,DE,52408.0,2457.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2021-01-25/2021-01-31,ES,66188.0,40.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2021-01-25/2021-01-31,IT,65696.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2021-01-25/2021-01-31,US,851663.0,19015.0,5192.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2021-02-01/2021-02-07,DE,39293.0,1716.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2021-02-01/2021-02-07,ES,55081.0,34.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2021-02-01/2021-02-07,IT,62640.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2021-02-01/2021-02-07,US,663577.0,19061.0,5358.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2021-02-08/2021-02-14,DE,28408.0,1231.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2021-02-08/2021-02-14,ES,42471.0,34.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2021-02-08/2021-02-14,IT,63332.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2021-02-08/2021-02-14,US,503639.0,19141.0,4692.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2021-02-15/2021-02-21,DE,29389.0,1116.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2021-02-15/2021-02-21,ES,29496.0,32.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2021-02-15/2021-02-21,IT,67179.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2021-02-15/2021-02-21,US,354565.0,11325.0,4210.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2021-02-22/2021-02-28,DE,30919.0,885.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2021-02-22/2021-02-28,ES,22818.0,37.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2021-02-22/2021-02-28,IT,93437.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2021-02-22/2021-02-28,US,367880.0,12010.0,4296.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2021-03-01/2021-03-07,DE,31543.0,775.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2021-03-01/2021-03-07,ES,19213.0,33.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2021-03-01/2021-03-07,IT,118682.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2021-03-01/2021-03-07,US,316180.0,9349.0,3827.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2021-03-08/2021-03-14,DE,41159.0,844.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2021-03-08/2021-03-14,ES,17365.0,25.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2021-03-08/2021-03-14,IT,128884.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2021-03-08/2021-03-14,US,327507.0,7590.0,3767.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2021-03-15/2021-03-21,DE,58792.0,1016.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2021-03-15/2021-03-21,ES,18557.0,45.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2021-03-15/2021-03-21,IT,134928.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2021-03-15/2021-03-21,US,298012.0,6437.0,3813.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2021-03-22/2021-03-28,DE,77618.0,1239.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2021-03-22/2021-03-28,ES,18820.0,27.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2021-03-22/2021-03-28,IT,125568.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2021-03-22/2021-03-28,US,329395.0,5872.0,4001.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2021-03-29/2021-04-04,DE,73894.0,1289.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2021-03-29/2021-04-04,ES,21971.0,34.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2021-03-29/2021-04-04,IT,115386.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2021-03-29/2021-04-04,US,344207.0,4842.0,3692.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2021-04-05/2021-04-11,DE,80512.0,1280.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2021-04-05/2021-04-11,ES,21758.0,20.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
2021-04-05/2021-04-11,IT,83609.0,0.0,,,,55443101.0,26986652.0,28456449.0,4633566.0,5231560.0,5623413.0,6471216.0,8507701.0,8610615.0,6764526.0,5533564.0,4066940.0,Italy
2021-04-05/2021-04-11,US,369448.0,6343.0,3000.0,,77.97359487904967,341338766.0,167361582.0,172779253.0,42034674.0,43600405.0,47667343.0,45409648.0,42444067.0,45231261.0,38309532.0,22458802.0,12982024.0,United States of America
2021-04-12/2021-04-18,DE,99137.0,1358.0,,,,82786787.0,40126479.0,41172726.0,7401202.0,7586334.0,9513883.0,10265460.0,10205383.0,13258896.0,10159451.0,7543815.0,5313340.0,Germany
2021-04-12/2021-04-18,ES,29151.0,44.0,,,,19357122.0,8224314.0,8300422.0,1513858.0,1713301.0,1703871.0,2111146.0,2739366.0,2474428.0,1899658.0,1399847.0,992477.0,Spain
